ID.PRO,TIPO PRO,LOCALIZACION,TIPO,ITEM,CANT T,UNIDAD T,PRODUCTO,UNIDAD P,CANT P,SUBTOTAL P,CANT TOTAL P,UNIDAD P,CARACTERÍSTICAS,EQUIVALENCIA,PESOS20K,OBSERVACIONES P
1V11F483R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,6,AÑO,ENSEÑANZA,SASTRE,,,,,,#N/A,,“ […] y se lo ha de enseñar sin le encubrir cosa alguna del de manera que al cavo de los d[ic]hos seis años quede ofiçial del d[ic]ho off[ici]o [de sastre] y en todo el d[ic]ho tiempo le a de dar de comer vestir y calsar y curalle si estubiere enfermo y al cabo del d[ic]ho tiempo le a de dar un vestido de paño verde palmilla de cuenca de a seis p[es]os vara entero [sic] y dos camisas de rruan y un sonbrero de castilla y unas tijeras de sastre y su dedal y sapatos y asimysmo le a de dar cama en que duerma durante el d[ic]ho tiempo […] y le enseñara el di[ci]ho su off[ici]o de sastre […] y de dalle de comer beber vestir y calsar de rropa de la tierra y cama en que duerma y curalle si estubiere enfermo [...]”
1V11F483R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,6,AÑO,COMIDA,,,,,,,#N/A,,
1V11F483R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,6,AÑO,ROPAS,,,,,,,#N/A,,
1V11F483R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,6,AÑO,VIVIENDA,,,,,,,#N/A,,
1V11F483R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,6,AÑO,SALUD,,,,,,,#N/A,,
1V11F483R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,6,AÑO,VESTIDO DE PAÑO,,,,,,,#N/A,,
1V11F483R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,6,AÑO,CAMISAS,RUAN,,,,,,#N/A,,
1V11F483R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,6,AÑO,SOMBRERO,DE CASTILLA,,,,,,#N/A,,
1V11F483R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,6,AÑO,TIJERAS,SASTRE,,,,,,#N/A,,
1V11F483R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,6,AÑO,DEDAL,SASTRE,,,300000,MARAVEDÍS,,"0,0025",750,
1V11F483R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,6,AÑO,ZAPATOS,PARES,,,,,,#N/A,,
1V11F484R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,TERCIOPELO,VARAS,4,,100,AU 20K,,1,100,
1V11F484R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,RASO,VARAS,7,,100,AU 20K,,1,100,
1V11F484R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,RUAN,VARAS,30,,100,AU 20K,,1,100,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANT. ALG.,MARCA,3,,,,,#N/A,,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,CAMISETA,,2,,,,,#N/A,,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,SOMBRERO,,1,,,,,#N/A,,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,ALPARGATA,PARES,6,,,,,#N/A,,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,COMIDA,,,,,,,#N/A,,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,DOCTRINA,,,,,,,#N/A,,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANT. MARCA,COLORADA,2,,,,,#N/A,,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANT. MARCA,BLANCA,2,,,,,#N/A,,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,CHUMBES,,2,,,,,#N/A,,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,BOTINES,PARES,2,,,,,#N/A,,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,COMIDA,,,,,,,#N/A,,
1V11F484V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,DOCTRINA,,,,,,,#N/A,,
1V11F485R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANT. MARCA,COLORADA,2,,,,,#N/A,,
1V11F485R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANT. MARCA,BLANCA,2,,,,,#N/A,,
1V11F485R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MAURES,,2,,,,,#N/A,,
1V11F485R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,BOTINES,PARES,2,,,,,#N/A,,
1V11F485R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,DOCTRINA,,,,,,,#N/A,,
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,ALMENDRA,LIBRAS,4,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,PELTRE,PESOS,6,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,BORREGINES,,,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,MANTELES,VARAS,3,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,RUAN DE COFRE,VARAS,6,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,ACEITUNAS,BOTIJA,1,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,BORRACHA [SIC],,,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,RASO,VARAS,3,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,SOMBRERO,,2,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,RASO,VARAS,2,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,RUAN,VARAS,26,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,HOLANDA,VARAS,3,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,TAFETAN,VARAS,4,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,TERCIOPELO,VARAS,2 Y ⅔,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,TALABARTE DE TERCIOPELO,,1,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,SEDA NEGRA,ONZAS,4,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,BAYETA PARDA,VARAS,1,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,BOTONES DE SEDA,DOCENAS,4,,"153,625",AU 20K,,1,"153,625",
1V11F485V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,HOLANDA CRUDA,VARAS,1 Y ½,,"153,625",AU 20K,,1,"153,625",
1V11F486R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANT. MARCA,COLORADA,2,,,,,#N/A,,
1V11F486R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANT. MARCA,BLANCA,2,,,,,#N/A,,
1V11F486R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,RUAN,VARAS,2,,,,,#N/A,,
1V11F486R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,CHUMBES,,2,,,,,#N/A,,
1V11F486R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,BOTINES,PARES,2,,,,,#N/A,,
1V11F486R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,SALUD,,,,,,,#N/A,,
1V11F486V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,COJINES DE TERCIOPELO,,3,,48,AU 14K,,"0,699978046103183","33,5989462129528",
1V11F486V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,RUAN,VARAS,3,,48,AU 14K,,"0,699978046103183","33,5989462129528",
1V11F487R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,MANT. MARCA,,8,,,,,#N/A,,
1V11F487R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,SOMBRERO,,2,,,,,#N/A,,
1V11F487R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,ALPARGATA,PARES,4,,,,,#N/A,,
1V11F487R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,DOCTRINA,,,,,,,#N/A,,
1V11F487R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,SALUD,,,,,,,#N/A,,
1V11F487V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANT. ALG.,COLORADA,2,,,,,#N/A,,
1V11F487V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANT. ALG.,BLANCA,4,,,,,#N/A,,
1V11F487V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,CHUMBES,,2,,,,,#N/A,,
1V11F487V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,BOTINES,PARES,2,,,,,#N/A,,
1V11F487V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,DOCTRINA,,,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,RUAN DE FARDO,VARAS,40,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,RUAN DE COFRE,VARAS,3,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,ACERO,LIBRAS,12,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,HOLANDA,VARAS,1,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,____ DE CORDOBA,VARAS,1 Y ¾,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,MANTELES,VARAS,5,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,BOTONES DE SEDA,DOCENAS,1,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,CARNE DE MEMBRILLO,CAJETAS,3,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,PASAS DE ALMUNECA,LIBRAS,5,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,ALMENDRA,LIBRAS,5,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,HIGOS,LIBRAS,2,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,CINTAS,DOCENAS,4,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,ACEITE,BOTIJA,1,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,HILO DE ZAPATERO,ONZAS,½,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,JUBON DE HOLANDA,,1,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,SEDA NEGRA,ONZAS,1,,118,AU 14K,,"0,699978046103183","82,5974094401756",
1V11F488V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,10,MES,TAFETAN,VARAS,9 Y ½,,32,AU 14K,,"0,699978046103183","22,3992974753019",TAFETAN BLANCO FRISADO
1V11F489R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,RASO,VARAS,6,,43,AU 20K,,1,43,
1V11F489R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,ESPADA,,1,,43,AU 20K,,1,43,
1V11F489R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,RUAN,VARAS,3,,43,AU 20K,,1,43,
1V11F489V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,BAYETA PARDA,VARAS,23 Y ½,,"335,875",AU 14K,,"0,699978046103183","235,105126234907",
1V11F489V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,BAYETA NEGRA,VARAS,23 Y ⅛,,"335,875",AU 14K,,"0,699978046103183","235,105126234907",
1V11F489V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,CERA,LIBRAS,100,,"335,875",AU 14K,,"0,699978046103183","235,105126234907",
1V11F489V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,COFRES [SIC],,⅔,,"335,875",AU 14K,,"0,699978046103183","235,105126234907",
1V11F489V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,PAPEL,RESMAS,4,,"335,875",AU 14K,,"0,699978046103183","235,105126234907",
1V11F489V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,CONSERVA,BARRIL,1,,"335,875",AU 14K,,"0,699978046103183","235,105126234907",
1V11F489V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,CARNE DE MEMBRILLO,LIBRAS,2,,"335,875",AU 14K,,"0,699978046103183","235,105126234907",
1V11F489V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,CERRROJO,,1,,"335,875",AU 14K,,"0,699978046103183","235,105126234907",
1V11F489V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,HACHAS,,2,,"335,875",AU 14K,,"0,699978046103183","235,105126234907",
1V11F489V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,???,???,160,,"335,875",AU 14K,,"0,699978046103183","235,105126234907",
1V11F489V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,"1,5",AÑO,???,???,260,,"335,875",AU 14K,,"0,699978046103183","235,105126234907",
1V11F490R,VENTA,S. AGUEDA,RAIZ,ESTANCIA,CONT,,ESTANCIA,,1,,60,AU 13K,CORR,"0,65",39,
1V11F490R,VENTA,S. AGUEDA,RAIZ,SOLAR,CONT,,SOLAR,,1,,60,AU 13K,CORR,"0,65",39,
1V11F490R,VENTA,S. AGUEDA,RAIZ,HUERTA,CONT,,HUERTA,,1,,60,AU 13K,CORR,"0,65",39,
1V11F490R,VENTA,S. AGUEDA,RAIZ,LABRANZA,CONT,,ROZA,,1 Y ½,,60,AU 13K,CORR,"0,65",39,
1V11F490R,VENTA,S. AGUEDA,MERCANCIA,MERCADERIAS,CONT,,HARINA,SAYO,1,,60,AU 13K,CORR,"0,65",39,
1V11F490R,VENTA,S. AGUEDA,GANADO,PORCUNO,CONT,,PUERCA Y LECHONES,,6,,60,AU 13K,CORR,"0,65",39,
1V11F490R,VENTA,S. AGUEDA,MERCANCIA,MERCADERIAS,CONT,,HACHAS,,1,,60,AU 13K,CORR,"0,65",39,
1V11F490R,VENTA,S. AGUEDA,MERCANCIA,MERCADERIAS,CONT,,PLATOS DE PELTRE,,4,,60,AU 13K,CORR,"0,65",39,
1V11F490R,VENTA,S. AGUEDA,MERCANCIA,MERCADERIAS,CONT,,SILLAS,,2,,60,AU 13K,CORR,"0,65",39,
1V11F490R,VENTA,S. AGUEDA,MERCANCIA,MERCADERIAS,CONT,,MESA,,1,,60,AU 13K,CORR,"0,65",39,
1V11F491R,CONCIERTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,ENSEÑANZA,,,,,,,#N/A,,
1V11F491R,CONCIERTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,COMIDA,,,,,,,#N/A,,
1V11F491R,CONCIERTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,VIVIENDA,,,,,,,#N/A,,
1V11F491R,CONCIERTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,SALUD,,,,,,,#N/A,,
1V11F491R,CONCIERTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,PESOS DE ORO,CORR MARC,25,25,25,AU 13K,,"0,65","16,25",
1V11F491R,CONCIERTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANT. ALG.,BLANCA,2,,,,,#N/A,,
1V11F491R,CONCIERTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANT. ALG.,COLORADA,2,,,,,#N/A,,
1V11F491R,CONCIERTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,ALPARGATA,PARES,4,,,,,#N/A,,
1V11F492R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,MES,RUAN,VARAS,24,,"58,875",AU 13K,CORR,"0,65","38,26875",
1V11F492R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,MES,PESOS DE ORO,CORR MARC,35,35,"58,875",AU 13K,CORR,"0,65","38,26875",
1V11F493R,OBLIGACION,HONDA,MERCANCIA,MERCADERIAS,1,AÑO,CAPA DE RAZA GUARNECIDA,,1,,160,AU 20K,,1,160,“[…] y es condiçion que las canoas que vos el dicho Diego de Verrio tomardeis mias del puerto de Onda para llevar al angostura al puerto de Onda se an de descontar desta dicha contia lo que montare el flete de las dichas canoas [...]”
1V11F493R,OBLIGACION,HONDA,MERCANCIA,MERCADERIAS,1,AÑO,COLETO DE RASO PESPINTADO,,1,,160,AU 20K,,1,160,
1V11F493R,OBLIGACION,HONDA,MERCANCIA,MERCADERIAS,1,AÑO,CALZAS DE RASO CON MEDIAS DE PINTO,,1,,160,AU 20K,,1,160,
1V11F493R,OBLIGACION,HONDA,MERCANCIA,MERCADERIAS,1,AÑO,GORRA DE TERCIOPELO,,1,,160,AU 20K,,1,160,
1V11F494R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,PESOS DE ORO,,20,20,,,,#N/A,,
